var0,var1,var2,var3,var4,var5,var6,var7,var8,var9,target
-0.634448220250891,-0.5905732666446284,-1.599377588473917,-0.8372355995592007,1.222525278299851,-1.18627370581444,-0.2208706745358129,1.8484406406170768,0.7049865162000987,0.0075517415820711,1
1.57617275623305,0.5603136462918005,0.0210657635766574,-1.9454581026040592,1.4850927882120946,-0.8049801780598336,2.068743625238027,-0.1156143865169449,0.7049865162000987,0.6210955190405313,0
-0.634448220250891,-0.0221089656100306,-1.599377588473917,0.031742506788773,-0.8163531994739549,0.0820149779250935,0.3491220782891548,-2.1280557987213484,0.7049865162000987,0.0075517415820711,1
-0.634448220250891,0.1203179723120683,0.0210657635766574,0.06903131116679,1.2569239319532235,-0.9835898505060868,-1.4175327681735252,0.5529442770212857,0.7049865162000987,-0.2108836479689685,0
1.57617275623305,0.8354640381315931,0.0210657635766574,0.3850785432701918,-0.1107883921129236,1.1747907738606276,0.1085232281803547,-0.1156143865169449,0.7049865162000987,0.0075517415820711,1
-0.634448220250891,0.3803333654211345,1.6415091156272317,0.4081397384314489,-0.7128390931248908,0.9301328181489048,0.4745264771305328,-0.6841703752622109,-1.4184668458483916,0.3980480157156825,1
1.57617275623305,0.5962404290636544,0.0210657635766574,-0.0437633327211439,-0.1107883921129236,-0.4044862093913854,0.1541931494690901,0.3135906804322672,0.7049865162000987,-1.7841014045812045,1
1.57617275623305,0.3331141326870499,0.0210657635766574,-1.0305777889182712,-0.4779422543422133,-1.0722069039357738,-0.5936799809695137,-0.1156143865169449,-1.4184668458483916,0.0075517415820711,1
-0.634448220250891,0.1385381113654131,-1.599377588473917,0.0467601899406662,0.881560196278917,-2.112418140015396,-0.1760664076102901,-0.1156143865169449,0.7049865162000987,0.0075517415820711,1
-0.634448220250891,0.4744317536405856,0.0210657635766574,0.2697100447806137,-0.965174937634255,0.6075398243422557,0.6858297493677808,-0.7878279314151211,-1.4184668458483916,0.0075517415820711,1
1.57617275623305,1.7016818331680053,0.0210657635766574,-0.1069794056897678,-0.8476170207563941,0.049803416459041,1.2765846430346175,-0.140395288226515,0.7049865162000987,0.6165556882404947,1
1.57617275623305,0.9087729472129084,0.0210657635766574,-0.2819958829575845,-1.710715100589967,0.3017015695380098,0.2438823903234409,-1.1019843197556254,-1.4184668458483916,-0.5259474879187656,1
-0.634448220250891,0.4786401877143386,0.0210657635766574,0.8419395594211281,-1.2181228798593613,1.5126245689206608,1.3603424202847854,-0.1156143865169449,0.7049865162000987,0.0075517415820711,1
1.57617275623305,-0.6678324179589796,0.0210657635766574,-1.5731006824013112,0.2358773002829908,-1.1131852517190906,-1.3124132073221146,1.874397750212303,0.7049865162000987,0.0075517415820711,1
-0.634448220250891,-1.716421808464701,0.0210657635766574,0.503251907338898,0.1000424414187627,0.0820149779250935,1.1777914767825708,-0.1156143865169449,-1.4184668458483916,-0.0728353035991723,0
-0.634448220250891,-0.4878752510789604,1.6415091156272317,0.7166789944758083,1.0800982108223944,-0.2362686272959927,-0.1571451182220552,0.5404642902974183,0.7049865162000987,-2.8076091252629207,0
1.57617275623305,1.0083575073963742,1.6415091156272317,0.5111747068345616,-0.4828303771722744,-0.6957503566802942,-0.975234836013028,-0.1156143865169449,0.7049865162000987,1.2650867052444084,0
1.57617275623305,0.7052416517728668,-1.599377588473917,-0.7878177129820995,-0.1301345045108627,-0.1304459949183756,0.6369670714805078,0.4818915085455257,0.7049865162000987,0.0075517415820711,1
